0 7.825065e-05 1.149956e-03 -0.3269 0.3129 2.5159
1 4.282262e-05 1.109392e-03 -0.3269 0.3129 5.0627
2 2.825793e-05 3.345749e-04 -0.3269 0.3129 7.6214
3 2.491102e-05 2.339422e-04 -0.3269 0.3129 10.1838
4 2.370059e-05 2.512945e-04 -0.3269 0.3129 12.7511
5 2.305947e-05 2.131061e-04 -0.3269 0.3129 15.3172
6 2.261795e-05 1.670307e-04 -0.3269 0.3129 17.9036
7 2.228970e-05 1.768000e-04 -0.3269 0.3129 20.4885
8 2.207256e-05 1.935031e-04 -0.3269 0.3129 23.0682
9 2.197073e-05 1.794378e-04 -0.3269 0.3129 25.6390
10 2.193070e-05 1.644219e-04 -0.3269 0.3129 28.2190
11 2.190802e-05 1.658809e-04 -0.3269 0.3129 30.8058
12 2.189712e-05 1.913593e-04 -0.3269 0.3129 33.3906
13 2.192872e-05 1.952787e-04 -0.3269 0.3129 35.9642
14 2.201588e-05 1.834011e-04 -0.3269 0.3129 38.5326
15 2.213638e-05 1.584062e-04 -0.3269 0.3129 41.1083
16 2.226375e-05 1.628360e-04 -0.3269 0.3129 43.6768
17 2.238778e-05 1.694973e-04 -0.3269 0.3129 46.2482
18 2.252009e-05 1.911557e-04 -0.3269 0.3129 48.8233
19 2.267807e-05 1.931268e-04 -0.3269 0.3129 51.3966
20 2.286284e-05 1.765221e-04 -0.3269 0.3129 53.9685
21 2.305806e-05 1.973275e-04 -0.3269 0.3129 56.5415
22 2.324618e-05 2.093389e-04 -0.3269 0.3129 59.1160
23 2.342569e-05 2.094599e-04 -0.3269 0.3129 61.6877
24 2.361736e-05 1.980419e-04 -0.3269 0.3129 64.2590
25 2.385343e-05 1.774275e-04 -0.3269 0.3129 66.8355
26 2.415824e-05 1.841357e-04 -0.3269 0.3129 69.4087
27 2.453802e-05 1.774997e-04 -0.3269 0.3129 71.9951
28 2.498397e-05 1.755852e-04 -0.3269 0.3129 74.5773
29 2.548172e-05 1.784309e-04 -0.3269 0.3129 77.1597
30 2.601996e-05 1.909326e-04 -0.3269 0.3129 79.7420
31 2.659342e-05 1.943958e-04 -0.3269 0.3129 82.3234
32 2.719826e-05 1.896701e-04 -0.3269 0.3129 84.9100
33 2.782494e-05 1.982711e-04 -0.3269 0.3129 87.4882
34 2.845540e-05 1.918306e-04 -0.3269 0.3129 90.0675
35 2.906678e-05 1.767271e-04 -0.3269 0.3129 92.6521
36 2.963847e-05 1.753767e-04 -0.3269 0.3129 95.2336
37 3.015831e-05 1.829458e-04 -0.3269 0.3129 97.8154
38 3.062490e-05 1.845521e-04 -0.3269 0.3129 100.3960
39 3.104540e-05 2.041206e-04 -0.3269 0.3129 102.9767
40 3.143054e-05 2.202889e-04 -0.3269 0.3129 105.5563
41 3.178983e-05 2.326692e-04 -0.3269 0.3129 108.1363
42 3.212927e-05 2.366306e-04 -0.3269 0.3129 110.7184
43 3.245191e-05 2.304083e-04 -0.3269 0.3129 113.2993
44 3.276023e-05 2.272690e-04 -0.3269 0.3129 115.8785
45 3.305802e-05 2.500993e-04 -0.3269 0.3129 118.4662
